date,home_team,away_team,home_score,away_score,tournament,year,month,result
2017-03-26,Montenegro,Poland,1,2,FIFA World Cup qualification,2017,3,L
2017-03-26,Northern Ireland,Norway,2,0,FIFA World Cup qualification,2017,3,W
2017-03-26,Romania,Denmark,0,0,FIFA World Cup qualification,2017,3,D
2017-03-26,San Marino,Czech Republic,0,6,FIFA World Cup qualification,2017,3,L
2017-03-26,Scotland,Slovenia,1,0,FIFA World Cup qualification,2017,3,W
2017-03-26,Madagascar,São Tomé And Príncipe,3,2,African Cup of Nations qualification,2017,3,W
2017-03-27,Central African Republic,Gambia,1,2,Friendly,2017,3,L
2017-03-27,Ivory Coast,Senegal,1,1,Friendly,2017,3,D
2017-03-27,Mauritania,Congo,2,1,Friendly,2017,3,W
2017-03-27,Turkey,Moldova,3,1,Friendly,2017,3,W
2017-03-28,Albania,Bosnia And Herzegovina,1,2,Friendly,2017,3,L
2017-03-28,Austria,Finland,1,1,Friendly,2017,3,D
2017-03-28,Cameroon,Guinea,1,2,Friendly,2017,3,L
2017-03-28,Egypt,Togo,3,0,Friendly,2017,3,W
2017-03-28,Estonia,Croatia,3,0,Friendly,2017,3,W
2017-03-28,France,Spain,0,2,Friendly,2017,3,L
2017-03-28,Georgia,Latvia,5,0,Friendly,2017,3,W
2017-03-28,Guyana,Martinique,0,0,Friendly,2017,3,D
2017-03-28,Republic Of Ireland,Iceland,0,1,Friendly,2017,3,L
2017-03-28,Luxembourg,Cape Verde,0,2,Friendly,2017,3,L
2017-03-28,North Macedonia,Belarus,3,0,Friendly,2017,3,W
2017-03-28,Morocco,Tunisia,1,0,Friendly,2017,3,W
2017-03-28,Mozambique,Lesotho,1,0,Friendly,2017,3,W
2017-03-28,Netherlands,Italy,1,2,Friendly,2017,3,L
2017-03-28,Portugal,Sweden,2,3,Friendly,2017,3,L
2017-03-28,Russia,Belgium,3,3,Friendly,2017,3,D
2017-03-28,South Africa,Angola,0,0,Friendly,2017,3,D
2017-03-28,Tanzania,Burundi,2,1,Friendly,2017,3,W
2017-03-28,Australia,United Arab Emirates,2,0,FIFA World Cup qualification,2017,3,W
2017-03-28,Bolivia,Argentina,2,0,FIFA World Cup qualification,2017,3,W
2017-03-28,Brazil,Paraguay,3,0,FIFA World Cup qualification,2017,3,W
2017-03-28,Chile,Venezuela,3,1,FIFA World Cup qualification,2017,3,W
2017-03-28,Ecuador,Colombia,0,2,FIFA World Cup qualification,2017,3,L
2017-03-28,Honduras,Costa Rica,1,1,FIFA World Cup qualification,2017,3,D
2017-03-28,Iran,China Pr,1,0,FIFA World Cup qualification,2017,3,W
2017-03-28,Japan,Thailand,4,0,FIFA World Cup qualification,2017,3,W
2017-03-28,South Korea,Syria,1,0,FIFA World Cup qualification,2017,3,W
2017-03-28,New Zealand,Fiji,2,0,FIFA World Cup qualification,2017,3,W
2017-03-28,Panama,United States,1,1,FIFA World Cup qualification,2017,3,D
2017-03-28,Peru,Uruguay,2,1,FIFA World Cup qualification,2017,3,W
2017-03-28,Saudi Arabia,Iraq,1,0,FIFA World Cup qualification,2017,3,W
2017-03-28,Trinidad And Tobago,Mexico,0,1,FIFA World Cup qualification,2017,3,L
2017-03-28,Uzbekistan,Qatar,1,0,FIFA World Cup qualification,2017,3,W
2017-03-28,Mauritius,Comoros,1,1,African Cup of Nations qualification,2017,3,D
2017-03-28,South Sudan,Djibouti,6,0,African Cup of Nations qualification,2017,3,W
2017-04-22,Somalia,South Sudan,1,2,African Nations Championship,2017,4,L
2017-04-22,Madagascar,Malawi,1,0,African Nations Championship,2017,4,W
2017-04-22,Mauritius,Seychelles,2,1,African Nations Championship,2017,4,W
2017-04-26,Martinique,Guadeloupe,4,1,Friendly,2017,4,W
2017-04-29,Vatican City,Monaco,0,0,Friendly,2017,4,D
2017-04-29,Malawi,Madagascar,0,1,African Nations Championship,2017,4,L
2017-04-29,Seychelles,Mauritius,1,1,African Nations Championship,2017,4,D
2017-04-30,South Sudan,Somalia,2,0,African Nations Championship,2017,4,W
2017-05-04,Burkina Faso,Benin,1,1,Friendly,2017,5,D
2017-05-07,Saint Kitts And Nevis,Barbados,2,1,Friendly,2017,5,W
2017-05-11,Senegal,Mauritania,2,0,Friendly,2017,5,W
2017-05-13,Egypt,Libya,1,0,Friendly,2017,5,W
2017-05-17,Guadeloupe,Dominica,2,2,Friendly,2017,5,D
2017-05-21,Benin,Burkina Faso,2,2,Friendly,2017,5,D
2017-05-25,Fiji,Solomon Islands,1,1,Friendly,2017,5,D
2017-05-25,Ghana,Benin,1,1,Friendly,2017,5,D
2017-05-26,Corsica,Nigeria,1,1,Friendly,2017,5,D
2017-05-28,El Salvador,Honduras,2,2,Friendly,2017,5,D
2017-05-28,Fiji,Solomon Islands,1,0,Friendly,2017,5,W
2017-05-28,Mexico,Croatia,1,2,Friendly,2017,5,L
2017-05-31,Italy,San Marino,8,0,Friendly,2017,5,W
2017-05-31,Ivory Coast,Benin,1,1,Friendly,2017,5,D
2017-05-31,Morocco,Netherlands,1,2,Friendly,2017,5,L
2017-06-01,Iraq,Jordan,1,0,Friendly,2017,6,W
2017-06-01,Mexico,Republic Of Ireland,3,1,Friendly,2017,6,W
2017-06-01,Nigeria,Togo,3,0,Friendly,2017,6,W
2017-06-01,Switzerland,Belarus,1,0,Friendly,2017,6,W
2017-06-02,Chile,Burkina Faso,3,0,Friendly,2017,6,W
2017-06-02,France,Paraguay,5,0,Friendly,2017,6,W
2017-06-02,Nicaragua,Bolivia,0,1,Friendly,2017,6,L
2017-06-02,Northern Ireland,New Zealand,1,0,Friendly,2017,6,W
2017-06-02,Oman,Syria,1,1,Friendly,2017,6,D
2017-06-03,Ethiopia,Uganda,0,0,Friendly,2017,6,D
2017-06-03,Portugal,Cyprus,4,0,Friendly,2017,6,W
2017-06-03,United States,Venezuela,1,1,Friendly,2017,6,D
2017-06-04,Armenia,Saint Kitts And Nevis,5,0,Friendly,2017,6,W
2017-06-04,Gabon,Zambia,0,0,Friendly,2017,6,D
2017-06-04,Republic Of Ireland,Uruguay,3,1,Friendly,2017,6,W
2017-06-04,Lesotho,Mauritania,1,0,Friendly,2017,6,W
2017-06-04,Luxembourg,Albania,2,1,Friendly,2017,6,W
2017-06-04,Montenegro,Iran,1,2,Friendly,2017,6,L
2017-06-04,Netherlands,Ivory Coast,5,0,Friendly,2017,6,W
2017-06-04,Togo,Comoros,2,0,Friendly,2017,6,W
2017-06-05,Belgium,Czech Republic,2,1,Friendly,2017,6,W
2017-06-05,Dr Congo,Botswana,2,0,Friendly,2017,6,W
2017-06-05,Egypt,Libya,1,0,Friendly,2017,6,W
2017-06-05,Hungary,Russia,0,3,Friendly,2017,6,L
2017-06-05,North Macedonia,Turkey,0,0,Friendly,2017,6,D
2017-06-05,Senegal,Uganda,0,0,Friendly,2017,6,D
2017-06-06,Afghanistan,Maldives,2,1,Friendly,2017,6,W
2017-06-06,Algeria,Guinea,2,1,Friendly,2017,6,W
2017-06-06,Bahrain,Palestine,0,2,Friendly,2017,6,L
2017-06-06,Denmark,Germany,1,1,Friendly,2017,6,D
2017-06-06,India,Nepal,2,0,Friendly,2017,6,W
2017-06-06,Israel,Moldova,1,1,Friendly,2017,6,D
2017-06-06,Malta,Ukraine,1,0,Friendly,2017,6,W
2017-06-06,Qatar,North Korea,2,2,Friendly,2017,6,D
2017-06-06,Uzbekistan,Thailand,2,0,Friendly,2017,6,W
2017-06-07,Bolivia,Nicaragua,3,2,Friendly,2017,6,W
2017-06-07,China Pr,Philippines,8,1,Friendly,2017,6,W
2017-06-07,Finland,Liechtenstein,1,1,Friendly,2017,6,D
2017-06-07,Georgia,Saint Kitts And Nevis,3,0,Friendly,2017,6,W
2017-06-07,Hong Kong,Jordan,0,0,Friendly,2017,6,D
2017-06-07,Iraq,South Korea,0,0,Friendly,2017,6,D
2017-06-07,Italy,Uruguay,3,0,Friendly,2017,6,W
2017-06-07,Spain,Colombia,2,2,Friendly,2017,6,D
2017-06-07,United Arab Emirates,Laos,4,0,Friendly,2017,6,W
2017-06-07,Fiji,New Caledonia,2,2,FIFA World Cup qualification,2017,6,D
2017-06-08,Cambodia,Indonesia,0,2,Friendly,2017,6,L
2017-06-08,Ecuador,Venezuela,1,1,Friendly,2017,6,D
2017-06-08,Peru,Paraguay,1,0,Friendly,2017,6,W
2017-06-08,Australia,Saudi Arabia,3,2,FIFA World Cup qualification,2017,6,W
2017-06-08,Costa Rica,Panama,0,0,FIFA World Cup qualification,2017,6,D
2017-06-08,Mexico,Honduras,3,0,FIFA World Cup qualification,2017,6,W
2017-06-08,United States,Trinidad And Tobago,2,0,FIFA World Cup qualification,2017,6,W
2017-06-09,Russia,Chile,1,1,Friendly,2017,6,D
2017-06-09,Andorra,Hungary,1,0,FIFA World Cup qualification,2017,6,W
2017-06-09,Belarus,Bulgaria,2,1,FIFA World Cup qualification,2017,6,W
2017-06-09,Bosnia And Herzegovina,Greece,0,0,FIFA World Cup qualification,2017,6,D
2017-06-09,Estonia,Belgium,0,2,FIFA World Cup qualification,2017,6,L
2017-06-09,Faroe Islands,Switzerland,0,2,FIFA World Cup qualification,2017,6,L
2017-06-09,Gibraltar,Cyprus,1,2,FIFA World Cup qualification,2017,6,L
2017-06-09,Latvia,Portugal,0,3,FIFA World Cup qualification,2017,6,L
2017-06-09,Netherlands,Luxembourg,5,0,FIFA World Cup qualification,2017,6,W
2017-06-09,Solomon Islands,Papua New Guinea,3,2,FIFA World Cup qualification,2017,6,W
2017-06-09,Sweden,France,2,1,FIFA World Cup qualification,2017,6,W
2017-06-09,Libya,Seychelles,5,1,African Cup of Nations qualification,2017,6,W
2017-06-09,Sudan,Madagascar,1,3,African Cup of Nations qualification,2017,6,L
2017-06-10,Grenada,Bermuda,1,2,Friendly,2017,6,L
2017-06-10,Azerbaijan,Northern Ireland,0,1,FIFA World Cup qualification,2017,6,L
2017-06-10,Germany,San Marino,7,0,FIFA World Cup qualification,2017,6,W
2017-06-10,Kazakhstan,Denmark,1,3,FIFA World Cup qualification,2017,6,L
2017-06-10,Lithuania,Slovakia,1,2,FIFA World Cup qualification,2017,6,L
2017-06-10,Montenegro,Armenia,4,1,FIFA World Cup qualification,2017,6,W
2017-06-10,Norway,Czech Republic,1,1,FIFA World Cup qualification,2017,6,D
2017-06-10,Poland,Romania,3,1,FIFA World Cup qualification,2017,6,W
2017-06-10,Scotland,England,2,2,FIFA World Cup qualification,2017,6,D
2017-06-10,Slovenia,Malta,2,0,FIFA World Cup qualification,2017,6,W
2017-06-10,Burkina Faso,Angola,3,1,African Cup of Nations qualification,2017,6,W
2017-06-10,Burundi,South Sudan,3,0,African Cup of Nations qualification,2017,6,W
2017-06-10,Cameroon,Morocco,1,0,African Cup of Nations qualification,2017,6,W
2017-06-10,Dr Congo,Congo,3,1,African Cup of Nations qualification,2017,6,W
2017-06-10,Guinea-Bissau,Namibia,1,0,African Cup of Nations qualification,2017,6,W
2017-06-10,Ivory Coast,Guinea,2,3,African Cup of Nations qualification,2017,6,L
2017-06-10,Malawi,Comoros,1,0,African Cup of Nations qualification,2017,6,W
2017-06-10,Mali,Gabon,2,1,African Cup of Nations qualification,2017,6,W
2017-06-10,Niger,Eswatini,0,0,African Cup of Nations qualification,2017,6,D
2017-06-10,Nigeria,South Africa,0,2,African Cup of Nations qualification,2017,6,L
2017-06-10,Senegal,Equatorial Guinea,3,0,African Cup of Nations qualification,2017,6,W
2017-06-10,Sierra Leone,Kenya,2,1,African Cup of Nations qualification,2017,6,W
2017-06-10,Tanzania,Lesotho,1,1,African Cup of Nations qualification,2017,6,D
2017-06-10,Zambia,Mozambique,0,1,African Cup of Nations qualification,2017,6,L
2017-06-11,Finland,Ukraine,1,2,FIFA World Cup qualification,2017,6,L
2017-06-11,Iceland,Croatia,1,0,FIFA World Cup qualification,2017,6,W
2017-06-11,Republic Of Ireland,Austria,1,1,FIFA World Cup qualification,2017,6,D
2017-06-11,Israel,Albania,0,3,FIFA World Cup qualification,2017,6,L
2017-06-11,Italy,Liechtenstein,5,0,FIFA World Cup qualification,2017,6,W
2017-06-11,Kosovo,Turkey,1,4,FIFA World Cup qualification,2017,6,L
2017-06-11,North Macedonia,Spain,1,2,FIFA World Cup qualification,2017,6,L
2017-06-11,Mexico,United States,1,1,FIFA World Cup qualification,2017,6,D
2017-06-11,Moldova,Georgia,2,2,FIFA World Cup qualification,2017,6,D
2017-06-11,New Caledonia,Fiji,2,1,FIFA World Cup qualification,2017,6,W
2017-06-11,Serbia,Wales,1,1,FIFA World Cup qualification,2017,6,D
2017-06-11,Algeria,Togo,1,0,African Cup of Nations qualification,2017,6,W
2017-06-11,Benin,Gambia,1,0,African Cup of Nations qualification,2017,6,W
2017-06-11,Cape Verde,Uganda,0,1,African Cup of Nations qualification,2017,6,L
2017-06-11,Central African Republic,Rwanda,2,1,African Cup of Nations qualification,2017,6,W
2017-06-11,Ghana,Ethiopia,5,0,African Cup of Nations qualification,2017,6,W
2017-06-11,Zimbabwe,Liberia,3,0,African Cup of Nations qualification,2017,6,W
2017-06-12,Belarus,New Zealand,1,0,Friendly,2017,6,W
2017-06-12,Latvia,Estonia,1,2,Friendly,2017,6,L
2017-06-12,Iran,Uzbekistan,2,0,FIFA World Cup qualification,2017,6,W
2017-06-13,Australia,Brazil,0,4,Friendly,2017,6,L
2017-06-13,Cameroon,Colombia,0,4,Friendly,2017,6,L
2017-06-13,Canada,Curaçao,2,1,Friendly,2017,6,W
2017-06-13,El Salvador,Ecuador,0,3,Friendly,2017,6,L
2017-06-13,France,England,3,2,Friendly,2017,6,W
2017-06-13,Indonesia,Puerto Rico,0,0,Friendly,2017,6,D
2017-06-13,Norway,Sweden,1,1,Friendly,2017,6,D
2017-06-13,Romania,Chile,3,2,Friendly,2017,6,W
2017-06-13,Singapore,Argentina,0,6,Friendly,2017,6,L
2017-06-13,South Africa,Zambia,1,2,Friendly,2017,6,L
2017-06-13,Costa Rica,Trinidad And Tobago,2,1,FIFA World Cup qualification,2017,6,W
2017-06-13,Iraq,Japan,1,1,FIFA World Cup qualification,2017,6,D
2017-06-13,Panama,Honduras,2,2,FIFA World Cup qualification,2017,6,D
2017-06-13,Papua New Guinea,Solomon Islands,1,2,FIFA World Cup qualification,2017,6,L
2017-06-13,Qatar,South Korea,3,2,FIFA World Cup qualification,2017,6,W
2017-06-13,Syria,China Pr,2,2,FIFA World Cup qualification,2017,6,D
2017-06-13,Thailand,United Arab Emirates,1,1,FIFA World Cup qualification,2017,6,D
2017-06-17,Curaçao,Nicaragua,0,0,Friendly,2017,6,D
2017-06-17,French Guiana,Barbados,3,0,Friendly,2017,6,W
2017-06-25,Mauritius,Angola,0,1,COSAFA Cup,2017,6,L
2017-06-25,Tanzania,Malawi,2,0,COSAFA Cup,2017,6,W
2017-06-26,Madagascar,Seychelles,2,0,COSAFA Cup,2017,6,W
2017-06-26,Mozambique,Zimbabwe,0,4,COSAFA Cup,2017,6,L
2017-06-27,Angola,Tanzania,0,0,COSAFA Cup,2017,6,D
2017-06-27,Malawi,Mauritius,0,0,COSAFA Cup,2017,6,D
2017-06-28,Seychelles,Mozambique,1,2,COSAFA Cup,2017,6,L
2017-06-28,Zimbabwe,Madagascar,0,0,COSAFA Cup,2017,6,D
2017-06-29,Malawi,Angola,0,0,COSAFA Cup,2017,6,D
2017-06-29,Tanzania,Mauritius,1,1,COSAFA Cup,2017,6,D
2017-06-30,Mozambique,Madagascar,1,4,COSAFA Cup,2017,6,L
2017-06-30,Zimbabwe,Seychelles,6,0,COSAFA Cup,2017,6,W
2017-07-01,Gambia,Guinea-Bissau,0,0,Friendly,2017,7,D
2017-07-01,Mexico,Paraguay,2,1,Friendly,2017,7,W
2017-07-01,United States,Ghana,2,1,Friendly,2017,7,W
2017-07-01,Botswana,Zambia,1,2,COSAFA Cup,2017,7,L
2017-07-01,Namibia,Lesotho,0,0,COSAFA Cup,2017,7,D
2017-07-02,South Africa,Tanzania,0,1,COSAFA Cup,2017,7,L
2017-07-02,Eswatini,Zimbabwe,1,2,COSAFA Cup,2017,7,L
2017-07-03,Grenada,Saint Vincent And The Grenadines,4,3,Friendly,2017,7,W
2017-07-04,Saint Vincent And The Grenadines,Barbados,4,2,Friendly,2017,7,W
2017-07-04,Namibia,Eswatini,1,0,COSAFA Cup,2017,7,W
2017-07-04,South Africa,Botswana,2,0,COSAFA Cup,2017,7,W
2017-07-05,Lesotho,Zimbabwe,3,4,COSAFA Cup,2017,7,L
2017-07-05,Zambia,Tanzania,4,2,COSAFA Cup,2017,7,W
2017-07-07,South Africa,Namibia,1,0,COSAFA Cup,2017,7,W
2017-07-07,Tanzania,Lesotho,0,0,COSAFA Cup,2017,7,D
2017-07-08,Guinea-Bissau,Gambia,0,1,Friendly,2017,7,L
2017-07-09,Zambia,Zimbabwe,1,3,COSAFA Cup,2017,7,L
2017-07-14,South Sudan,Uganda,0,0,African Nations Championship,2017,7,D
2017-07-15,Djibouti,Ethiopia,1,5,African Nations Championship,2017,7,L
2017-07-15,Tanzania,Rwanda,1,1,African Nations Championship,2017,7,D
2017-07-15,Botswana,South Africa,0,2,African Nations Championship,2017,7,L
2017-07-15,Comoros,Lesotho,2,0,African Nations Championship,2017,7,W
2017-07-15,Gambia,Mali,0,0,African Nations Championship,2017,7,D
2017-07-15,Guinea-Bissau,Guinea,1,3,African Nations Championship,2017,7,L
2017-07-15,Sierra Leone,Senegal,1,1,African Nations Championship,2017,7,D
2017-07-16,Madagascar,Mozambique,2,2,African Nations Championship,2017,7,D
2017-07-16,Mauritius,Angola,0,1,African Nations Championship,2017,7,L
2017-07-16,Namibia,Zimbabwe,1,0,African Nations Championship,2017,7,W
2017-07-16,Eswatini,Zambia,0,4,African Nations Championship,2017,7,L
2017-07-16,Liberia,Mauritania,0,2,African Nations Championship,2017,7,L
2017-07-16,Togo,Benin,1,1,African Nations Championship,2017,7,D
2017-07-22,Rwanda,Tanzania,0,0,African Nations Championship,2017,7,D
2017-07-22,Uganda,South Sudan,5,1,African Nations Championship,2017,7,W
2017-07-22,South Africa,Botswana,1,0,African Nations Championship,2017,7,W
2017-07-22,Zambia,Eswatini,3,0,African Nations Championship,2017,7,W
2017-07-22,Guinea,Guinea-Bissau,7,0,African Nations Championship,2017,7,W
2017-07-22,Mali,Gambia,4,0,African Nations Championship,2017,7,W
2017-07-22,Senegal,Sierra Leone,3,1,African Nations Championship,2017,7,W
2017-07-23,Burundi,Sudan,0,0,African Nations Championship,2017,7,D
2017-07-23,Ethiopia,Djibouti,3,0,African Nations Championship,2017,7,W
2017-07-23,Angola,Mauritius,3,2,African Nations Championship,2017,7,W
2017-07-23,Lesotho,Comoros,1,0,African Nations Championship,2017,7,W
2017-07-23,Mozambique,Madagascar,0,2,African Nations Championship,2017,7,L
2017-07-23,Zimbabwe,Namibia,1,0,African Nations Championship,2017,7,W
2017-07-23,Mauritania,Liberia,0,1,African Nations Championship,2017,7,L
2017-07-23,Benin,Togo,1,1,African Nations Championship,2017,7,D
2017-07-26,Ecuador,Trinidad And Tobago,3,1,Friendly,2017,7,W
2017-07-29,Sudan,Burundi,1,0,African Nations Championship,2017,7,W
2017-08-05,Zambia,Ethiopia,0,0,Friendly,2017,8,D
2017-08-07,Rwanda,Sudan,2,1,Friendly,2017,8,W
2017-08-11,Congo,Dr Congo,0,0,African Nations Championship,2017,8,D
2017-08-12,São Tomé And Príncipe,Cameroon,0,2,African Nations Championship,2017,8,L
2017-08-12,Algeria,Libya,1,2,African Nations Championship,2017,8,L
2017-08-12,Burkina Faso,Ghana,2,2,African Nations Championship,2017,8,D
2017-08-13,Egypt,Morocco,1,1,African Nations Championship,2017,8,D
2017-08-13,Niger,Ivory Coast,2,1,African Nations Championship,2017,8,W
2017-08-16,Andorra,Qatar,0,1,Friendly,2017,8,L
2017-08-18,Libya,Algeria,1,1,African Nations Championship,2017,8,D
2017-08-18,Morocco,Egypt,3,1,African Nations Championship,2017,8,W
2017-08-19,India,Mauritius,2,1,Friendly,2017,8,W
2017-08-19,Cameroon,São Tomé And Príncipe,2,0,African Nations Championship,2017,8,W
2017-08-19,Dr Congo,Congo,1,1,African Nations Championship,2017,8,D
2017-08-19,Ivory Coast,Niger,1,0,African Nations Championship,2017,8,W
2017-08-20,Ghana,Burkina Faso,1,2,African Nations Championship,2017,8,L
2017-08-22,Malaysia,Syria,1,2,Friendly,2017,8,L
2017-08-22,Mauritius,Saint Kitts And Nevis,1,1,Friendly,2017,8,D
2017-08-23,Qatar,Turkmenistan,2,1,Friendly,2017,8,W
2017-08-24,India,Saint Kitts And Nevis,1,1,Friendly,2017,8,D
2017-08-24,Trinidad And Tobago,Jamaica,1,2,Friendly,2017,8,L
2017-08-26,Iraq,Syria,1,1,Friendly,2017,8,D
2017-08-29,Bahrain,Jordan,0,0,Friendly,2017,8,D
2017-08-29,Myanmar,Malaysia,1,0,Friendly,2017,8,W
2017-08-29,United Arab Emirates,Saudi Arabia,2,1,FIFA World Cup qualification,2017,8,W
2017-08-30,Oman,Afghanistan,2,0,Friendly,2017,8,W
2017-08-31,Kenya,Mauritania,1,1,Friendly,2017,8,D
2017-08-31,Niger,Togo,0,2,Friendly,2017,8,L
2017-08-31,Singapore,Hong Kong,1,1,Friendly,2017,8,D
2017-08-31,Belgium,Gibraltar,9,0,FIFA World Cup qualification,2017,8,W
2017-08-31,Brazil,Ecuador,2,0,FIFA World Cup qualification,2017,8,W
2017-08-31,Bulgaria,Sweden,3,2,FIFA World Cup qualification,2017,8,W
2017-08-31,Chile,Paraguay,0,3,FIFA World Cup qualification,2017,8,L
2017-08-31,China Pr,Uzbekistan,1,0,FIFA World Cup qualification,2017,8,W
2017-08-31,Cyprus,Bosnia And Herzegovina,3,2,FIFA World Cup qualification,2017,8,W
2017-08-31,France,Netherlands,4,0,FIFA World Cup qualification,2017,8,W
2017-08-31,Greece,Estonia,0,0,FIFA World Cup qualification,2017,8,D
2017-08-31,Guinea,Libya,3,2,FIFA World Cup qualification,2017,8,W
2017-08-31,Hungary,Latvia,3,1,FIFA World Cup qualification,2017,8,W
2017-08-31,Japan,Australia,2,0,FIFA World Cup qualification,2017,8,W
2017-08-31,South Korea,Iran,0,0,FIFA World Cup qualification,2017,8,D
2017-08-31,Luxembourg,Belarus,1,0,FIFA World Cup qualification,2017,8,W
2017-08-31,Peru,Bolivia,2,1,FIFA World Cup qualification,2017,8,W
2017-08-31,Portugal,Faroe Islands,5,1,FIFA World Cup qualification,2017,8,W
2017-08-31,Switzerland,Andorra,3,0,FIFA World Cup qualification,2017,8,W
2017-08-31,Syria,Qatar,3,1,FIFA World Cup qualification,2017,8,W
2017-08-31,Thailand,Iraq,1,2,FIFA World Cup qualification,2017,8,L
2017-08-31,Uganda,Egypt,1,0,FIFA World Cup qualification,2017,8,W
2017-08-31,Uruguay,Argentina,0,0,FIFA World Cup qualification,2017,8,D
2017-08-31,Venezuela,Colombia,0,0,FIFA World Cup qualification,2017,8,D
2017-09-01,Cape Verde,South Africa,2,1,FIFA World Cup qualification,2017,9,W
2017-09-01,Czech Republic,Germany,1,2,FIFA World Cup qualification,2017,9,L
2017-09-01,Denmark,Poland,4,0,FIFA World Cup qualification,2017,9,W
2017-09-01,Ghana,Congo,1,1,FIFA World Cup qualification,2017,9,D
2017-09-01,Kazakhstan,Montenegro,0,3,FIFA World Cup qualification,2017,9,L
2017-09-01,Lithuania,Scotland,0,3,FIFA World Cup qualification,2017,9,L
2017-09-01,Malta,England,0,4,FIFA World Cup qualification,2017,9,L
2017-09-01,Mexico,Panama,1,0,FIFA World Cup qualification,2017,9,W
2017-09-01,Morocco,Mali,6,0,FIFA World Cup qualification,2017,9,W
2017-09-01,New Zealand,Solomon Islands,6,1,FIFA World Cup qualification,2017,9,W
2017-09-01,Nigeria,Cameroon,4,0,FIFA World Cup qualification,2017,9,W
2017-09-01,Norway,Azerbaijan,2,0,FIFA World Cup qualification,2017,9,W
2017-09-01,Romania,Armenia,1,0,FIFA World Cup qualification,2017,9,W
2017-09-01,San Marino,Northern Ireland,0,3,FIFA World Cup qualification,2017,9,L
2017-09-01,Slovakia,Slovenia,1,0,FIFA World Cup qualification,2017,9,W
2017-09-01,Trinidad And Tobago,Honduras,1,2,FIFA World Cup qualification,2017,9,L
2017-09-01,Tunisia,Dr Congo,2,1,FIFA World Cup qualification,2017,9,W
2017-09-01,United States,Costa Rica,0,2,FIFA World Cup qualification,2017,9,L
2017-09-02,Canada,Jamaica,2,0,Friendly,2017,9,W
2017-09-02,Indonesia,Fiji,0,0,Friendly,2017,9,D
2017-09-02,Mozambique,Kenya,1,1,Friendly,2017,9,D
2017-09-02,Albania,Liechtenstein,2,0,FIFA World Cup qualification,2017,9,W
2017-09-02,Croatia,Kosovo,1,0,FIFA World Cup qualification,2017,9,W
2017-09-02,Finland,Iceland,1,0,FIFA World Cup qualification,2017,9,W
2017-09-02,Gabon,Ivory Coast,0,3,FIFA World Cup qualification,2017,9,L
2017-09-02,Georgia,Republic Of Ireland,1,1,FIFA World Cup qualification,2017,9,D
2017-09-02,Israel,North Macedonia,0,1,FIFA World Cup qualification,2017,9,L
2017-09-02,Senegal,Burkina Faso,0,0,FIFA World Cup qualification,2017,9,D
2017-09-02,Serbia,Moldova,3,0,FIFA World Cup qualification,2017,9,W
2017-09-02,Spain,Italy,3,0,FIFA World Cup qualification,2017,9,W
2017-09-02,Ukraine,Turkey,2,0,FIFA World Cup qualification,2017,9,W
2017-09-02,Wales,Austria,1,0,FIFA World Cup qualification,2017,9,W
2017-09-02,Zambia,Algeria,3,1,FIFA World Cup qualification,2017,9,W
2017-09-03,Equatorial Guinea,Benin,1,2,Friendly,2017,9,L
2017-09-03,Belarus,Sweden,0,4,FIFA World Cup qualification,2017,9,L
2017-09-03,Estonia,Cyprus,1,0,FIFA World Cup qualification,2017,9,W
2017-09-03,Faroe Islands,Andorra,1,0,FIFA World Cup qualification,2017,9,W
2017-09-03,France,Luxembourg,0,0,FIFA World Cup qualification,2017,9,D
2017-09-03,Gibraltar,Bosnia And Herzegovina,0,4,FIFA World Cup qualification,2017,9,L
2017-09-03,Greece,Belgium,1,2,FIFA World Cup qualification,2017,9,L
2017-09-03,Hungary,Portugal,0,1,FIFA World Cup qualification,2017,9,L
2017-09-03,Latvia,Switzerland,0,3,FIFA World Cup qualification,2017,9,L
2017-09-03,Netherlands,Bulgaria,3,1,FIFA World Cup qualification,2017,9,W
2017-09-04,Malawi,Togo,1,0,Friendly,2017,9,W
2017-09-04,Armenia,Denmark,1,4,FIFA World Cup qualification,2017,9,L
2017-09-04,Azerbaijan,San Marino,5,1,FIFA World Cup qualification,2017,9,W
2017-09-04,Cameroon,Nigeria,1,1,FIFA World Cup qualification,2017,9,D
2017-09-04,England,Slovakia,2,1,FIFA World Cup qualification,2017,9,W
2017-09-04,Germany,Norway,6,0,FIFA World Cup qualification,2017,9,W
2017-09-04,Libya,Guinea,1,0,FIFA World Cup qualification,2017,9,W
2017-09-04,Montenegro,Romania,1,0,FIFA World Cup qualification,2017,9,W
2017-09-04,Northern Ireland,Czech Republic,2,0,FIFA World Cup qualification,2017,9,W
2017-09-04,Poland,Kazakhstan,3,0,FIFA World Cup qualification,2017,9,W
2017-09-04,Scotland,Malta,2,0,FIFA World Cup qualification,2017,9,W
2017-09-04,Slovenia,Lithuania,4,0,FIFA World Cup qualification,2017,9,W
2017-09-05,Mauritania,Niger,0,2,Friendly,2017,9,L
2017-09-05,Algeria,Zambia,0,1,FIFA World Cup qualification,2017,9,L
2017-09-05,Argentina,Venezuela,1,1,FIFA World Cup qualification,2017,9,D
2017-09-05,Australia,Thailand,2,1,FIFA World Cup qualification,2017,9,W
2017-09-05,Austria,Georgia,1,1,FIFA World Cup qualification,2017,9,D
