Year,Date,Time,home_team,away_team,home_score,away_score,stage,SpecialWinConditions,Stadium,City,Attendance,year,is_penalty_shootout,result
1957,2057-02-10,,Sudan,Egypt,1.0,2.0,Semifinals,,Municipal Stadium, Khartoum,30000.0,1957,False,L
1957,2057-02-16,,Egypt,Ethiopia,4.0,0.0,Final,,Municipal Stadium, Khartoum,30000.0,1957,False,W
1959,2059-05-22,,Egypt,Ethiopia,4.0,0.0,Final Tournament,,Prince Farouk Stadium, Cairo,30000.0,1959,False,W
1959,2059-05-25,,Sudan,Ethiopia,1.0,0.0,Final Tournament,,Prince Farouk Stadium, Cairo,20000.0,1959,False,W
1959,2059-05-29,,Egypt,Sudan,2.0,1.0,Final Tournament,,Prince Farouk Stadium, Cairo,30000.0,1959,False,W
1962,2062-01-14,,Ethiopia,Tunisia,4.0,2.0,Semifinals,,Hailé Sélassié Stadium, Addis Ababa,30000.0,1962,False,W
1962,2062-01-18,,Egypt,Uganda,2.0,1.0,Semifinals,,Hailé Sélassié Stadium, Addis Ababa,30000.0,1962,False,W
1962,2062-01-20,,Tunisia,Uganda,3.0,0.0,Third place match,,Hailé Sélassié Stadium, Addis Ababa,,1962,False,W
1962,2062-01-21,,Ethiopia,Egypt,4.0,2.0,Final, win after extra time ,Hailé Sélassié Stadium, Addis Ababa,,1962,False,W
1963,2063-11-24,,Ghana,Tunisia,1.0,1.0,Group A,,Accra Sports Stadium, Accra,,1963,False,D
1963,2063-11-26,,Ghana,Ethiopia,2.0,0.0,Group A,,Accra Sports Stadium, Accra,,1963,False,W
1963,2063-11-28,,Ethiopia,Tunisia,4.0,2.0,Group A,,Accra Sports Stadium, Accra,,1963,False,W
1963,2063-11-24,,Egypt,Nigeria,6.0,3.0,Group B,,Kumasi Sports Stadium, Kumasi,,1963,False,W
1963,2063-11-26,,Egypt,Sudan,2.0,2.0,Group B,,Kumasi Sports Stadium, Kumasi,,1963,False,D
1963,2063-11-28,,Sudan,Nigeria,4.0,0.0,Group B,,Kumasi Sports Stadium, Kumasi,,1963,False,W
1963,2063-11-30,,Egypt,Ethiopia,3.0,0.0,Third place match,,Accra Sports Stadium, Accra,,1963,False,W
1963,2063-12-01,,Ghana,Sudan,3.0,0.0,Final,,Accra Sports Stadium, Accra,,1963,False,W
1965,2065-11-12,,Tunisia,Ethiopia,4.0,0.0,Group A,,Stade Chedli Zouiten, Tunis,16000.0,1965,False,W
1965,2065-11-14,,Senegal,Tunisia,0.0,0.0,Group A,,Stade Chedli Zouiten, Tunis,,1965,False,D
1965,2065-11-19,,Senegal,Ethiopia,5.0,1.0,Group A,,Stade Chedli Zouiten, Tunis,,1965,False,W
1965,2065-11-12,,Ghana,Congo-LéOpoldville,5.0,2.0,Group B,,Stade Bou Ali Lahouar, Sousse,,1965,False,W
1965,2065-11-14,,Ivory Coast,Congo-LéOpoldville,3.0,0.0,Group B,,Stade Taïeb Mhiri, Sfax,,1965,False,W
1965,2065-11-19,,Ghana,Ivory Coast,4.0,1.0,Group B,,Stade Ahmed Bsiri, Bizerte,,1965,False,W
1965,2065-11-21,,Senegal,Ivory Coast,0.0,1.0,Third place match,,Stade Chedli Zouiten, Tunis,,1965,False,L
1965,2065-11-21,,Ghana,Tunisia,3.0,2.0,Final, win after extra time ,Stade Chedli Zouiten, Tunis,,1965,False,W
1968,2068-01-12,,Ethiopia,Uganda,2.0,1.0,Group A,,Hailé Sélassié Stadium, Addis Ababa,20000.0,1968,False,W
1968,2068-01-12,,Ivory Coast,Algeria,3.0,0.0,Group A,,Hailé Sélassié Stadium, Addis Ababa,20000.0,1968,False,W
1968,2068-01-14,,Ethiopia,Ivory Coast,1.0,0.0,Group A,,Hailé Sélassié Stadium, Addis Ababa,25000.0,1968,False,W
1968,2068-01-14,,Algeria,Uganda,4.0,0.0,Group A,,Hailé Sélassié Stadium, Addis Ababa,25000.0,1968,False,W
1968,2068-01-16,,Ivory Coast,Uganda,2.0,1.0,Group A,,Hailé Sélassié Stadium, Addis Ababa,15000.0,1968,False,W
1968,2068-01-16,,Ethiopia,Algeria,3.0,1.0,Group A,,Hailé Sélassié Stadium, Addis Ababa,20000.0,1968,False,W
1968,2068-01-12,,Ghana,Senegal,2.0,2.0,Group B,,Cicero Stadium, Asmara,3000.0,1968,False,D
1968,2068-01-12,,Congo-Kinshasa,Congo-Brazzaville,3.0,0.0,Group B,,Cicero Stadium, Asmara,4000.0,1968,False,W
1968,2068-01-14,,Senegal,Congo-Brazzaville,2.0,1.0,Group B,,Cicero Stadium, Asmara,3000.0,1968,False,W
1968,2068-01-14,,Ghana,Congo-Kinshasa,2.0,1.0,Group B,,Cicero Stadium, Asmara,3000.0,1968,False,W
1968,2068-01-16,,Congo-Kinshasa,Senegal,2.0,1.0,Group B,,Cicero Stadium, Asmara,3000.0,1968,False,W
1968,2068-01-16,,Ghana,Congo-Brazzaville,3.0,1.0,Group B,,Cicero Stadium, Asmara,3000.0,1968,False,W
1968,2068-01-19,,Ethiopia,Congo-Kinshasa,2.0,3.0,Semi-finals, win after extra time ,Hailé Sélassié Stadium, Addis Ababa,25000.0,1968,False,L
1968,2068-01-19,,Ghana,Ivory Coast,4.0,3.0,Semi-finals, win after extra time ,Cicero Stadium, Asmara,5000.0,1968,False,W
1968,2068-01-21,,Ivory Coast,Ethiopia,1.0,0.0,Third place match,,Hailé Sélassié Stadium, Addis Ababa,10000.0,1968,False,W
1968,2068-01-21,,Congo-Kinshasa,Ghana,1.0,0.0,Final,,Hailé Sélassié Stadium, Addis Ababa,25000.0,1968,False,W
1970,1970-02-06,,Cameroon,Ivory Coast,3.0,2.0,Group A,,Municipal Stadium, Khartoum,14464.0,1970,False,W
1970,1970-02-06,,Sudan,Ethiopia,3.0,0.0,Group A,,Municipal Stadium, Khartoum,14464.0,1970,False,W
1970,1970-02-08,,Cameroon,Ethiopia,3.0,2.0,Group A,,Municipal Stadium, Khartoum,9864.0,1970,False,W
1970,1970-02-08,,Ivory Coast,Sudan,1.0,0.0,Group A,,Municipal Stadium, Khartoum,9864.0,1970,False,W
1970,1970-02-10,,Ivory Coast,Ethiopia,6.0,1.0,Group A,,Municipal Stadium, Khartoum,9770.0,1970,False,W
1970,1970-02-10,,Sudan,Cameroon,2.0,1.0,Group A,,Municipal Stadium, Khartoum,9770.0,1970,False,W
1970,1970-02-07,,Ghana,Congo-Kinshasa,2.0,0.0,Group B,,Wad Madani Stadium, Wad Medani,7525.0,1970,False,W
1970,1970-02-07,,United Arab Rep.,Guinea,4.0,1.0,Group B,,Wad Madani Stadium, Wad Medani,7525.0,1970,False,W
1970,1970-02-09,,Congo-Kinshasa,Guinea,2.0,2.0,Group B,,Wad Madani Stadium, Wad Medani,3342.0,1970,False,D
1970,1970-02-09,,United Arab Rep.,Ghana,1.0,1.0,Group B,,Wad Madani Stadium, Wad Medani,3342.0,1970,False,D
1970,1970-02-11,,Guinea,Ghana,1.0,1.0,Group B,,Wad Madani Stadium, Wad Medani,3927.0,1970,False,D
1970,1970-02-11,,United Arab Rep.,Congo-Kinshasa,1.0,0.0,Group B,,Wad Madani Stadium, Wad Medani,3927.0,1970,False,W
1970,1970-02-14,,Ivory Coast,Ghana,1.0,2.0,Semifinals, win after extra time ,Municipal Stadium, Khartoum,12350.0,1970,False,L
1970,1970-02-14,,United Arab Rep.,Sudan,1.0,2.0,Semifinals, win after extra time ,Municipal Stadium, Khartoum,12350.0,1970,False,L
1970,1970-02-16,,United Arab Rep.,Ivory Coast,3.0,1.0,Third place match,,Municipal Stadium, Khartoum,12187.0,1970,False,W
1970,1970-02-16,,Sudan,Ghana,1.0,0.0,Final,,Municipal Stadium, Khartoum,102187.0,1970,False,W
1972,1972-02-23,,Cameroon,Kenya,2.0,1.0,Group A,,Stade Omnisports, Yaoundé,40000.0,1972,False,W
1972,1972-02-24,,Mali,Togo,3.0,3.0,Group A,,Stade Omnisports, Yaoundé,,1972,False,D
1972,1972-02-26,,Mali,Kenya,1.0,1.0,Group A,,Stade Omnisports, Yaoundé,,1972,False,D
1972,1972-02-26,,Cameroon,Togo,2.0,0.0,Group A,,Stade Omnisports, Yaoundé,,1972,False,W
1972,1972-02-28,,Togo,Kenya,1.0,1.0,Group A,,Stade Omnisports, Yaoundé,,1972,False,D
1972,1972-02-28,,Cameroon,Mali,1.0,1.0,Group A,,Stade Omnisports, Yaoundé,,1972,False,D
1972,1972-02-25,,Congo,Morocco,1.0,1.0,Group B,,Stade de la Réunification, Douala,,1972,False,D
1972,1972-02-25,,Zaire,Sudan,1.0,1.0,Group B,,Stade de la Réunification, Douala,,1972,False,D
1972,1972-02-27,,Morocco,Sudan,1.0,1.0,Group B,,Stade de la Réunification, Douala,,1972,False,D
1972,1972-02-27,,Zaire,Congo,2.0,0.0,Group B,,Stade de la Réunification, Douala,,1972,False,W
1972,1972-02-29,,Morocco,Zaire,1.0,1.0,Group B,,Stade de la Réunification, Douala,,1972,False,D
1972,1972-02-29,,Congo,Sudan,4.0,2.0,Group B,,Stade de la Réunification, Douala,,1972,False,W
1972,1972-03-02,,Cameroon,Congo,0.0,1.0,Semifinals,,Stade Omnisports, Yaoundé,,1972,False,L
1972,1972-03-02,,Zaire,Mali,3.0,4.0,Semifinals, win after extra time ,Stade de la Réunification, Douala,,1972,False,L
1972,1972-03-04,,Cameroon,Zaire,5.0,2.0,Third place match,,Stade Omnisports, Yaoundé,,1972,False,W
1972,1972-03-05,,Congo,Mali,3.0,2.0,Final,,Stade Omnisports, Yaoundé,,1972,False,W
1974,1974-03-01,,Egypt,Uganda,2.0,1.0,Group A,,Cairo International Stadium, Cairo,5000.0,1974,False,W
1974,1974-03-02,,Zambia,Ivory Coast,1.0,0.0,Group A,,El Mahalla Stadium, El-Mahalla El-Kubra,1000.0,1974,False,W
1974,1974-03-04,,Egypt,Zambia,3.0,1.0,Group A,,Cairo International Stadium, Cairo,,1974,False,W
1974,1974-03-04,,Ivory Coast,Uganda,2.0,2.0,Group A,,El Mahalla Stadium, El-Mahalla El-Kubra,,1974,False,D
1974,1974-03-06,,Egypt,Ivory Coast,2.0,0.0,Group A,,Cairo International Stadium, Cairo,,1974,False,W
1974,1974-03-06,,Zambia,Uganda,1.0,0.0,Group A,,El Mahalla Stadium, El-Mahalla El-Kubra,,1974,False,W
1974,1974-03-03,,Zaire,Guinea,2.0,1.0,Group B,,Ala'ab Damanhour Stadium, Damanhour,,1974,False,W
1974,1974-03-03,,Congo,Mauritius,2.0,0.0,Group B,,Alexandria Stadium, Alexandria,,1974,False,W
1974,1974-03-05,,Guinea,Mauritius,2.0,1.0,Group B,,Ala'ab Damanhour Stadium, Damanhour,,1974,False,W
1974,1974-03-05,,Congo,Zaire,2.0,1.0,Group B,,Alexandria Stadium, Alexandria,,1974,False,W
1974,1974-03-07,,Congo,Guinea,1.0,1.0,Group B,,Alexandria Stadium, Alexandria,,1974,False,D
1974,1974-03-07,,Zaire,Mauritius,4.0,1.0,Group B,,Ala'ab Damanhour Stadium, Damanhour,,1974,False,W
1974,1974-03-09,,Egypt,Zaire,2.0,3.0,Semifinals,,Cairo International Stadium, Cairo,,1974,False,L
1974,1974-03-09,,Congo,Zambia,2.0,4.0,Semifinals, win after extra time ,Alexandria Stadium, Alexandria,,1974,False,L
1974,1974-03-11,,Congo,Egypt,0.0,4.0,Third place match,,Cairo International Stadium, Cairo,,1974,False,L
1974,1974-03-12,,Zaire,Zambia,2.0,2.0,Final, win after extra time ,Cairo International Stadium, Cairo,,1974,False,D
1974,1974-03-14,,Zaire,Zambia,2.0,0.0,Final,,Cairo International Stadium, Cairo,,1974,False,W
1976,1976-02-29,,Ethiopia,Uganda,2.0,0.0,Group A,,Addis Ababa Stadium, Addis Ababa,30000.0,1976,False,W
1976,1976-02-29,,Egypt,Guinea,1.0,1.0,Group A,,Addis Ababa Stadium, Addis Ababa,,1976,False,D
1976,1976-03-03,,Egypt,Uganda,2.0,1.0,Group A,,Addis Ababa Stadium, Addis Ababa,,1976,False,W
1976,1976-03-03,,Ethiopia,Guinea,1.0,2.0,Group A,,Addis Ababa Stadium, Addis Ababa,,1976,False,L
1976,1976-03-05,,Guinea,Uganda,2.0,1.0,Group A,,Addis Ababa Stadium, Addis Ababa,,1976,False,W
1976,1976-03-05,,Ethiopia,Egypt,1.0,1.0,Group A,,Addis Ababa Stadium, Addis Ababa,,1976,False,D
1976,1976-03-01,,Nigeria,Zaire,4.0,2.0,Group B,,Dire Dawa Stadium, Dire Dawa,,1976,False,W
1976,1976-03-01,,Morocco,Sudan,2.0,2.0,Group B,,Dire Dawa Stadium, Dire Dawa,,1976,False,D
1976,1976-03-04,,Nigeria,Sudan,1.0,0.0,Group B,,Dire Dawa Stadium, Dire Dawa,,1976,False,W
1976,1976-03-04,,Morocco,Zaire,1.0,0.0,Group B,,Dire Dawa Stadium, Dire Dawa,,1976,False,W
1976,1976-03-06,,Morocco,Nigeria,3.0,1.0,Group B,,Dire Dawa Stadium, Dire Dawa,,1976,False,W
1976,1976-03-06,,Zaire,Sudan,1.0,1.0,Group B,,Dire Dawa Stadium, Dire Dawa,,1976,False,D
1976,1976-03-09,,Guinea,Nigeria,1.0,1.0,Group B,,Addis Ababa Stadium, Addis Ababa,,1976,False,D
1976,1976-03-09,,Morocco,Egypt,2.0,1.0,Group B,,Addis Ababa Stadium, Addis Ababa,,1976,False,W
1976,1976-03-11,,Morocco,Nigeria,2.0,1.0,Group B,,Addis Ababa Stadium, Addis Ababa,,1976,False,W
1976,1976-03-11,,Guinea,Egypt,4.0,2.0,Group B,,Addis Ababa Stadium, Addis Ababa,,1976,False,W
1976,1976-03-14,,Nigeria,Egypt,3.0,2.0,Group B,,Addis Ababa Stadium, Addis Ababa,,1976,False,W
1976,1976-03-14,,Guinea,Morocco,1.0,1.0,Group B,,Addis Ababa Stadium, Addis Ababa,,1976,False,D
1978,1978-03-05,,Ghana,Zambia,2.0,1.0,Group A,,Accra Sports Stadium, Accra,50000.0,1978,False,W
1978,1978-03-05,,Nigeria,Upper Volta,4.0,2.0,Group A,,Accra Sports Stadium, Accra,50000.0,1978,False,W
1978,1978-03-08,,Zambia,Upper Volta,2.0,0.0,Group A,,Accra Sports Stadium, Accra,60000.0,1978,False,W
1978,1978-03-08,,Nigeria,Ghana,1.0,1.0,Group A,,Accra Sports Stadium, Accra,60000.0,1978,False,D
1978,1978-03-10,,Zambia,Nigeria,0.0,0.0,Group A,,Accra Sports Stadium, Accra,25000.0,1978,False,D
1978,1978-03-10,,Ghana,Upper Volta,3.0,0.0,Group A,,Accra Sports Stadium, Accra,25000.0,1978,False,W
1978,1978-03-06,,Morocco,Tunisia,1.0,1.0,Group B,,Kumasi Sports Stadium, Kumasi,50000.0,1978,False,D
1978,1978-03-06,,Uganda,Congo,3.0,1.0,Group B,,Kumasi Sports Stadium, Kumasi,50000.0,1978,False,W
1978,1978-03-09,,Tunisia,Uganda,3.0,1.0,Group B,,Kumasi Sports Stadium, Kumasi,20000.0,1978,False,W
1978,1978-03-09,,Morocco,Congo,1.0,0.0,Group B,,Kumasi Sports Stadium, Kumasi,20000.0,1978,False,W
1978,1978-03-11,,Congo,Tunisia,0.0,0.0,Group B,,Kumasi Sports Stadium, Kumasi,10000.0,1978,False,D
1978,1978-03-11,,Uganda,Morocco,3.0,0.0,Group B,,Kumasi Sports Stadium, Kumasi,10000.0,1978,False,W
1978,1978-03-14,,Ghana,Tunisia,1.0,0.0,Semi-finals,,Accra Sports Stadium, Accra,40000.0,1978,False,W
1978,1978-03-14,,Uganda,Nigeria,2.0,1.0,Semi-finals,,Kumasi Sports Stadium, Kumasi,,1978,False,W
1978,1978-03-16,,Nigeria,Tunisia,1.0,11.0,Third place match,,Accra Sports Stadium, Accra,,1978,False,L
1978,1978-03-16,,Ghana,Uganda,2.0,0.0,Final,,Accra Sports Stadium, Accra,,1978,False,W
1980,1980-03-08,,Nigeria,Tanzania,3.0,1.0,Group A,,Surulere Stadium, Lagos,80000.0,1980,False,W
1980,1980-03-08,,Egypt,Ivory Coast,2.0,1.0,Group A,,Surulere Stadium, Lagos,80000.0,1980,False,W
1980,1980-03-12,,Egypt,Tanzania,2.0,1.0,Group A,,Surulere Stadium, Lagos,55000.0,1980,False,W
1980,1980-03-12,,Nigeria,Ivory Coast,0.0,0.0,Group A,,Surulere Stadium, Lagos,55000.0,1980,False,D
1980,1980-03-15,,Ivory Coast,Tanzania,1.0,1.0,Group A,,Surulere Stadium, Lagos,70000.0,1980,False,D
1980,1980-03-15,,Nigeria,Egypt,1.0,0.0,Group A,,Surulere Stadium, Lagos,70000.0,1980,False,W
1980,1980-03-09,,Ghana,Algeria,0.0,0.0,Group B,,Liberty Stadium, Ibadan,40000.0,1980,False,D
1980,1980-03-09,,Morocco,Guinea,1.0,1.0,Group B,,Liberty Stadium, Ibadan,40000.0,1980,False,D
1980,1980-03-13,,Algeria,Morocco,1.0,0.0,Group B,,Liberty Stadium, Ibadan,20000.0,1980,False,W
1980,1980-03-13,,Ghana,Guinea,1.0,0.0,Group B,,Liberty Stadium, Ibadan,20000.0,1980,False,W
1980,1980-03-16,,Algeria,Guinea,3.0,2.0,Group B,,Liberty Stadium, Ibadan,20000.0,1980,False,W
1980,1980-03-16,,Morocco,Ghana,1.0,0.0,Group B,,Liberty Stadium, Ibadan,20000.0,1980,False,W
1980,1980-03-19,,Nigeria,Morocco,1.0,0.0,Semi-finals,,Surulere Stadium, Lagos,70000.0,1980,False,W
1980,1980-03-19,,Algeria,Egypt,2.0,2.0,Semi-finals,,Liberty Stadium, Ibadan,5000.0,1980,False,D
1980,1980-03-21,,Morocco,Egypt,2.0,0.0,Third place match,,Surulere Stadium, Lagos,5000.0,1980,False,W
1980,1980-03-22,,Nigeria,Algeria,3.0,0.0,Final,,Surulere Stadium, Lagos,85000.0,1980,False,W
1982,1982-03-05,,Libya,Ghana,2.0,2.0,Group A,,11 June Stadium, Tripoli,45200.0,1982,False,D
1982,1982-03-05,,Cameroon,Tunisia,1.0,1.0,Group A,,11 June Stadium, Tripoli,45000.0,1982,False,D
1982,1982-03-09,,Cameroon,Ghana,0.0,0.0,Group A,,11 June Stadium, Tripoli,40000.0,1982,False,D
1982,1982-03-09,,Libya,Tunisia,2.0,0.0,Group A,,11 June Stadium, Tripoli,40000.0,1982,False,W
1982,1982-03-12,,Ghana,Tunisia,1.0,0.0,Group A,,11 June Stadium, Tripoli,40000.0,1982,False,W
1982,1982-03-12,,Libya,Cameroon,0.0,0.0,Group A,,11 June Stadium, Tripoli,40000.0,1982,False,D
1982,1982-03-07,,Nigeria,Ethiopia,3.0,0.0,Group B,,28 March Stadium, Benghazi,5000.0,1982,False,W
1982,1982-03-07,,Algeria,Zambia,1.0,0.0,Group B,,28 March Stadium, Benghazi,5000.0,1982,False,W
1982,1982-03-10,,Zambia,Ethiopia,1.0,0.0,Group B,,28 March Stadium, Benghazi,5000.0,1982,False,W
1982,1982-03-10,,Algeria,Nigeria,2.0,1.0,Group B,,28 March Stadium, Benghazi,5000.0,1982,False,W
1982,1982-03-13,,Algeria,Ethiopia,0.0,0.0,Group B,,28 March Stadium, Benghazi,5000.0,1982,False,D
1982,1982-03-13,,Zambia,Nigeria,3.0,0.0,Group B,,28 March Stadium, Benghazi,5000.0,1982,False,W
1982,1982-03-16,,Ghana,Algeria,3.0,2.0,Semifinals, win after extra time ,28 March Stadium, Benghazi,5000.0,1982,False,W
1982,1982-03-16,,Libya,Zambia,2.0,1.0,Semifinals,,11 June Stadium, Tripoli,50000.0,1982,False,W
1982,1982-03-18,,Zambia,Algeria,2.0,0.0,Third place match,,11 June Stadium, Tripoli,2000.0,1982,False,W
1982,1982-03-19,,Ghana,Libya,1.0,1.0,Final,,11 June Stadium, Tripoli,50000.0,1982,False,D
1984,1984-03-04,,Ivory Coast,Togo,3.0,0.0,Group A,,Stade Félix Houphouët-Boigny, Abidjan,50000.0,1984,False,W
1984,1984-03-04,,Egypt,Cameroon,1.0,0.0,Group A,,Stade Félix Houphouët-Boigny, Abidjan,50000.0,1984,False,W
1984,1984-03-07,,Cameroon,Togo,4.0,1.0,Group A,,Stade Félix Houphouët-Boigny, Abidjan,15000.0,1984,False,W
1984,1984-03-07,,Ivory Coast,Egypt,1.0,2.0,Group A,,Stade Félix Houphouët-Boigny, Abidjan,40000.0,1984,False,L
1984,1984-03-10,,Egypt,Togo,0.0,0.0,Group A,,Stade Félix Houphouët-Boigny, Abidjan,40000.0,1984,False,D
1984,1984-03-10,,Ivory Coast,Cameroon,0.0,2.0,Group A,,Stade Félix Houphouët-Boigny, Abidjan,40000.0,1984,False,L
1984,1984-03-05,,Ghana,Nigeria,1.0,2.0,Group B,,Stade Bouaké, Bouaké,10000.0,1984,False,L
1984,1984-03-05,,Algeria,Malawi,3.0,0.0,Group B,,Stade Bouaké, Bouaké,10000.0,1984,False,W
1984,1984-03-08,,Malawi,Nigeria,2.0,2.0,Group B,,Stade Bouaké, Bouaké,15000.0,1984,False,D
1984,1984-03-08,,Algeria,Ghana,2.0,0.0,Group B,,Stade Bouaké, Bouaké,15000.0,1984,False,W
1984,1984-03-11,,Algeria,Nigeria,0.0,0.0,Group B,,Stade Bouaké, Bouaké,3000.0,1984,False,D
1984,1984-03-11,,Ghana,Malawi,1.0,0.0,Group B,,Stade Bouaké, Bouaké,3000.0,1984,False,W
1984,1984-03-14,,Egypt,Nigeria,2.0,2.0,Semifinals, Nigeria win on Penalities 7-8,Stade Félix Houphouët-Boigny, Abidjan,15000.0,1984,False,D
1984,1984-03-14,,Algeria,Cameroon,0.0,0.0,Semifinals, Cameroon win on Penalities 4-5,Stade Bouaké, Bouaké,15000.0,1984,False,D
1984,1984-03-17,,Algeria,Egypt,3.0,1.0,Third place match,,Stade Félix Houphouët-Boigny, Abidjan,500.0,1984,False,W
1984,1984-03-18,,Cameroon,Nigeria,3.0,1.0,Final,,Stade Félix Houphouët-Boigny, Abidjan,27456.0,1984,False,W
1986,1986-03-07,,Senegal,Egypt,1.0,0.0,Group A,,Cairo International Stadium, Cairo,45000.0,1986,False,W
1986,1986-03-07,,Ivory Coast,Mozambique,3.0,0.0,Group A,,Cairo International Stadium, Cairo,20000.0,1986,False,W
1986,1986-03-10,,Senegal,Mozambique,2.0,0.0,Group A,,Cairo International Stadium, Cairo,30000.0,1986,False,W
1986,1986-03-10,,Egypt,Ivory Coast,2.0,0.0,Group A,,Cairo International Stadium, Cairo,50000.0,1986,False,W
1986,1986-03-13,,Ivory Coast,Senegal,1.0,0.0,Group A,,Cairo International Stadium, Cairo,15000.0,1986,False,W
1986,1986-03-13,,Egypt,Mozambique,2.0,0.0,Group A,,Cairo International Stadium, Cairo,55000.0,1986,False,W
1986,1986-03-08,,Algeria,Morocco,0.0,0.0,Group B,,Alexandria Stadium, Alexandria,12000.0,1986,False,D
1986,1986-03-08,,Cameroon,Zambia,3.0,2.0,Group B,,Alexandria Stadium, Alexandria,20000.0,1986,False,W
1986,1986-03-11,,Algeria,Zambia,0.0,0.0,Group B,,Alexandria Stadium, Alexandria,4000.0,1986,False,D
1986,1986-03-11,,Cameroon,Morocco,1.0,1.0,Group B,,Alexandria Stadium, Alexandria,8000.0,1986,False,D
1986,1986-03-14,,Morocco,Zambia,1.0,0.0,Group B,,Alexandria Stadium, Alexandria,5000.0,1986,False,W
1986,1986-03-14,,Cameroon,Algeria,3.0,2.0,Group B,,Alexandria Stadium, Alexandria,10000.0,1986,False,W
1986,1986-03-17,,Cameroon,Ivory Coast,1.0,0.0,Semifinals,,Alexandria Stadium, Alexandria,12000.0,1986,False,W
1986,1986-03-17,,Egypt,Morocco,1.0,0.0,Semifinals,,Cairo International Stadium, Cairo,95000.0,1986,False,W
1986,1986-03-20,,Ivory Coast,Morocco,3.0,2.0,Third place match,,Cairo International Stadium, Cairo,1000.0,1986,False,W
1986,1986-03-21,,Egypt,Cameroon,0.0,0.0,Final,,Cairo International Stadium, Cairo,120000.0,1986,False,D
1988,1988-03-13,,Morocco,Zaire,1.0,1.0,Group A,,Stade Mohamed V, Casablanca,80000.0,1988,False,D
1988,1988-03-13,,Ivory Coast,Algeria,1.0,1.0,Group A,,Stade Mohamed V, Casablanca,40000.0,1988,False,D
1988,1988-03-16,,Ivory Coast,Zaire,1.0,1.0,Group A,,Stade Mohamed V, Casablanca,45000.0,1988,False,D
1988,1988-03-16,,Morocco,Algeria,1.0,0.0,Group A,,Stade Mohamed V, Casablanca,78000.0,1988,False,W
1988,1988-03-19,,Algeria,Zaire,1.0,0.0,Group A,,Stade Mohamed V, Casablanca,75000.0,1988,False,W
1988,1988-03-19,,Morocco,Ivory Coast,0.0,0.0,Group A,,Stade Mohamed V, Casablanca,80000.0,1988,False,D
1988,1988-03-14,,Cameroon,Egypt,1.0,0.0,Group B,,Stade Moulay Abdellah, Rabat,5000.0,1988,False,W
1988,1988-03-14,,Nigeria,Kenya,3.0,0.0,Group B,,Stade Moulay Abdellah, Rabat,4000.0,1988,False,W
1988,1988-03-17,,Cameroon,Nigeria,1.0,1.0,Group B,,Stade Moulay Abdellah, Rabat,13000.0,1988,False,D
1988,1988-03-17,,Egypt,Kenya,3.0,0.0,Group B,,Stade Moulay Abdellah, Rabat,12000.0,1988,False,W
1988,1988-03-20,,Cameroon,Kenya,0.0,0.0,Group B,,Stade Moulay Abdellah, Rabat,25000.0,1988,False,D
1988,1988-03-20,,Nigeria,Egypt,0.0,0.0,Group B,,Stade Moulay Abdellah, Rabat,30000.0,1988,False,D
1988,1988-03-23,,Nigeria,Algeria,1.0,1.0,Semifinals,Nigeria  win on Penalities 9-8,Stade Moulay Abdellah, Rabat,35000.0,1988,False,D
1988,1988-03-23,,Morocco,Cameroon,0.0,1.0,Semifinals,,Stade Mohamed V, Casablanca,45000.0,1988,False,L
1988,1988-03-26,,Morocco,Algeria,1.0,1.0,Third place match, Algeria win on Penalities 3-4,Stade Mohamed V, Casablanca,10000.0,1988,False,D
1988,1988-03-27,,Cameroon,Nigeria,1.0,0.0,Final,,Stade Mohamed V, Casablanca,50000.0,1988,False,W
1990,1990-03-02,,Algeria,Nigeria,5.0,1.0,Group A,,Stade 5 Juillet 1962, Algiers,85000.0,1990,False,W
1990,1990-03-02,,Ivory Coast,Egypt,3.0,1.0,Group A,,Stade 5 Juillet 1962, Algiers,14000.0,1990,False,W
1990,1990-03-05,,Nigeria,Egypt,1.0,0.0,Group A,,Stade 5 Juillet 1962, Algiers,47000.0,1990,False,W
1990,1990-03-05,,Algeria,Ivory Coast,3.0,0.0,Group A,,Stade 5 Juillet 1962, Algiers,86000.0,1990,False,W
1990,1990-03-08,,Nigeria,Ivory Coast,1.0,0.0,Group A,,Stade 5 Juillet 1962, Algiers,86000.0,1990,False,W
1990,1990-03-08,,Algeria,Egypt,2.0,0.0,Group A,,Stade 5 Juillet 1962, Algiers,86000.0,1990,False,W
1990,1990-03-03,,Zambia,Cameroon,1.0,0.0,Group B,,Stade 19 Mai 1956, Annaba,25000.0,1990,False,W
1990,1990-03-03,,Senegal,Kenya,0.0,0.0,Group B,,Stade 19 Mai 1956, Annaba,13000.0,1990,False,D
1990,1990-03-06,,Zambia,Kenya,1.0,0.0,Group B,,Stade 19 Mai 1956, Annaba,11000.0,1990,False,W
1990,1990-03-06,,Senegal,Cameroon,2.0,0.0,Group B,,Stade 19 Mai 1956, Annaba,22000.0,1990,False,W
1990,1990-03-09,,Zambia,Senegal,0.0,0.0,Group B,,Stade 19 Mai 1956, Annaba,18000.0,1990,False,D
1990,1990-03-09,,Cameroon,Kenya,2.0,0.0,Group B,,Stade 19 Mai 1956, Annaba,13000.0,1990,False,W
1990,1990-03-12,,Zambia,Nigeria,0.0,2.0,Semi-finals,,Stade 19 Mai 1956, Annaba,27000.0,1990,False,L
